Unnamed: 0,meta.movie_name,meta.character_name,meta.gender,text
6191,king kong,KID,?,"what's compassion, mister. what's that? why? are you gonna start it up?"
6221,kramer vs. kramer,WOMAN'S VOICE,f,"ted, i don't understand a word you're saying.  where's joanna? ted, what are you talking about?! huh.. .hello?"
6224,kundun,BOY,m,"i know. no cried? cow. tell me. mama, my story."
6292,"lock, stock and two smoking barrels",SAMOAN JO,?,"you ask him if you like, but i would leave him to it if i was you. it's a samoan pub. you want a pint, go to the pub. a cocktail, you asked for a cocktail."
6309,"lock, stock and two smoking barrels",TRAFFIC WARDEN,?,"so? at what, exactly? you've already been fifteen. you got a ticket already and, if you don't move it now, sir, we will move it for you."
6379,lost souls,MR. SILBERMAN,?,just me. he asked to go home early.  he said he was bothered by all the people who kept telling him what to do. seemed...on edge. quiet.  real quiet... yes.
6517,halloween iii: season of the witch,BOY,m,"let go of her. look fella...this is private... sounds good. well, we're here for about two weeks, then whatever else comes along... we're still working on our album and... thanks. follow me. yeah.  but he ain't here now."
6521,halloween iii: season of the witch,BOY #2,m,"and cherry bombs...ash cans...and rockets? well, we want good stuff. well, we got $40, and we wanna buy... well the guy over there said..."
6553,memento,DODD,m,i just want you to tell me how you came by that car. where'd you get it? i like your car. i haven't made a strong enough impression. you did. what?
6616,mission: impossible ii,BILLY'S VOICE,m,"what can we do' mate? how're we doin', then? how much longer before you can reach him? say again. sounds like you're saying 'she's in the building.' he's heading down the stairs, now.."
6629,mission: impossible,GUARD RANDALL,m,"wait!  hold it - it's on. let's go. nobody goes into any sector where the alarm didn't go off. uh -- twenty-one, but there's no alarm in sector twenty-one."
6714,mulholland drive,MIDDLE-AGED WOMAN,f,i'll go with you. she's still got some of my stuff. i switched apartments with her. she's in #17. just walk down that way. it's just to the right. number 17. yes?
6784,nashville,L.A. JOAN,f,"that tom sure is cute. but not unless nashville really inspires me. i said, maybe i'll change my name again. well, i could use one, especially if i'm pregnant. all they got is advertisements. just like l.a. you know anything about the stations here? uh huh. he is just wonderful. did you see who that was?"
6899,notting hill,RITZ MAN,m,"no, sir. no, sir. no, sir. yes, sir.  i have him in my mind. i'm sorry, we don't have anyone of that name here, sir. may i help you, sir?"
6941,on the waterfront,BIG MAC,m,"and what in blazes have the nuns got to do with it? if you kept your ears wide open instead of your mouth and don't be walking off with any of that. you know how the boss feels about individual pilferage. what do you mean, odd? we was robbed like i told you. we was robbed last night and we can't find no books. sure we keep records!"
6981,out of sight,WHITE BOY BOB,m,are they dead? i found a rubber. i think he must've fell in. ten gees. we have a problem here?
7087,playback,MAN,m,"what's this in favor of? the new ones are fine. the last set i had gave me all kinds of trouble. i've got good ears. me a cop? what made you think that, mr. brandon? what's a buzzer?"
7113,point break,WOMAN,f,"wait!  jesus christ!  you're fucking crazy, you know that? you go in there you're gonna eat it on the rocks.  here, follow me. who cares! carefully, tough guy.  very carefully. yeah, you saw me and you figured that if a mere girl can do it, a big strong stud like you shouldn't have any problem.  right?!  well you figured wrong, dork!"
7131,pretty woman,SALESWOMAN,f,"no, i'm sorry, i don't. yes? would you like to try it on? i don't think we have anything for you here.  you're obviously in the wrong place. excuse me? it's very expensive. i don't think it would fit you. yes... are you looking for something in particular? may i help you?"
7178,maniac,BUCKLEY,?,"yes--i can't stand it-- everybody wants papers-- oh, oh papers--they all want me to sign papers. no, no! i won't sign any pa- pers. you can't make me-- i don't know--i can't tell-- you--a friend to me? maybe you want my money, too. no--i don't want to give any money. everybody wants money--i'm not going to give any money. i don't know, [i tell you]. no-"
7212,rambling rose,WASKI,f,"of course not! he did lie, and... and... and mother, yesterday he stole money out of your pocketbook! rose is madly in love with daddy... i do, too! yeah, i know. i do, too. neither do i. mother... is rose going to die? oh, mother, cut it out. you can stop it right now."
7252,the rocky horror picture show,MAGENTA,f,and our world will do the time warp again. ah - sweet transexual - land of night - to sing and dance once more to your dark refrains.  to take that step to the right... i thought you liked them.  they liked you. creature of the night.
7490,scream 3,WOMAN,f,"it's mother, sidney, now be a good girl and turn on the news. do it! don't you want to know how you can help, sidney?  are you listening to me, huh? no i need to call you. just you. uh-huh i'm sure. i've killed someone! oh my god i've actually killed someone! laura i think i just killed somebody. hello?"
7504,scream,GIRL #2,f,where do you get this shit? cut some slack. she watched her mom get butchered. you're evil. why would sidney want to be with steve? she has her own bubble-butt boyfriend billy. and why would she do that? why would she lie about it?
7513,seven,MRS GOULD,f,why is this painting hanging upside-down? this painting... i can't do this now... please. i don't see anything. i don't know why... why now? i... i don't understand.
7533,the searchers,JORGENSEN,m,"they never find that girl. every young man should at least once...go on, laurie! read! that means mister futterman is dead, by golly. who cares what he spells it? read the letter. from the beginning..."
7565,shallow grave,EDITOR,?,"don't know what? animals involved? i know, but you need a change. and besides, we're short. well? of course you don't know anything about it. if you knew anything about it, i wouldn't have to send you over there to cover it. out in the woods. three bodies. decomposed. mutilated. beyond recognition."
7644,sleepy hollow,VAN RIPPER,?,"yes.  here... what did you say? i didn't see none. here... in front of this oak, facing north.  horrible... i can show exactly."
7672,smoke,YOUNG MAN,m,what does that mean? thanks for the tip. the refrigerator? i think i'll take them. and these? and these? and how much are these?
7732,sounder,GUARD,m,never heard of 'im. we gotta lotta men here... sunday... gotta wait 'til visitin' days. what's your daddy's name?
7790,spare me,MRS. JACKSON,f,"she hit it, mr. kastle! 132, 154. hello, mr.kastle."
7811,star wars,COMMANDER,m,"we don't get many visitors.  let's take a look at it. send one squad up. i'll make a report later. alert squad five, but hold them until we know what it is."
7837,star trek: the motion picture,CHEKOV,m,"tractor beam strength lessening, captain. they reach final position in... twenty-seven minutes -- mark. sir! airlock four has been opened; a thruster suit is reported missing! deck four, captain; officers' quarters...! it is a courier, captain. grade one priority. non-belligerency confirmed. departure angle."
7860,state and main,CLERK,f,"he's staying here?  bob barrenger is staying he...? bob barrenger...bob...bob barrenger's in this movie? i'll put the, in your r..."
7941,sugar & spice,GRANDMOTHER,f,"you damn well better... then i'll throw a few more treats on the plate.  where's my smokes? you got that big retarded girl down there? oh well, then i'll put some cookies at the top of the stairs for you gals. are you girls talking about boys? practicing kissing your hands? is that you down there? kansas?"
8001,superman ii,SPOKESMAN,m,"we have not the choice to refuse, have we, if we believe it is a real hydrogen bomb that they have. um. . . .we have made this guarantee. in return for a guarantee that we will not launch an attack an them."
8082,the terminator,TERMINATOR,m,wrong. all. the uzi 9 millimeter. a phased plasma pulse-laser in the forty watt range...
8201,the third man,WOMAN,f,"warscheinlich ist der murder. das worren nooh zeiten. hier sind fruher fursten ans unt eingeganger. hier hat sogar ein metternich verkehrt... sayen sie ed our den leuten damit sie es auch wissen. den leuten. das mussen sie doch wissen. ich meine ohne grund wird die politzei doch nicht ins hans komme fraulein schmidt, ein schande..."
8302,the lost son,MAN WITH ITALIAN ACCENT,m,"sure. but speak english, will ya, ha ha... i dont know. could be the sound of jewellery hitting a parquet floor, huh? whats that? a word? cost what?"
8413,ticker,DISPATCHER VOICE,?,hang on. aren't you on suspension? go ahead.
8442,titanic,BUELL,f,"i told you you wanted to take this call. rose calvert. no, trust me, you want to take this call. there's a satellite call for you. the partners want to know how it's going?"
8586,star trek v: the final frontier,SULU,m,"in firing position. torpedo armed. estimating destination in 6.7 hours, present speed. pavel. plotting our new course. um... yes. we've been caught in a blizzard! all right, we're lost.  but we're making good time."
8656,u-turn,WOMAN,f,"senor, you need a doctor. but, senor-- i call the policia. hablar slowly, por favor.  my ingles no es bien. eh?"
8741,very bad things,BARRY MORRIS,m,"so. when is the wedding. and a house. valued at 350 thousand. actually, no. adam was switching to a whole life policy, but re-scheduled his medical exam...and failed to make his last payment...so his term life lapsed. so it's value is null and void.  now he did have a pension account, worth another 150 thousand. yes money. adam had a five hundred dollar term life insurance policy. there's more."
8845,the witching hour,LASHER THE MAN,m,"i am your son.  i would not wound you. i could not - ever. 'kill you...?'  you are my mother.  do you think i would hurt you...? enough!  he is dead.  you are here for me now.  michael is gone! how is your heart, father...? is the timex still ticking...?"
8891,wild wild west,RICHARDS,m,"why surely, mr. president, there must be some mistake.  i mean... yes sir. of course, sir, that's why i've assigned a new man.  and he's no ordinary marshal.  he's quite sophisticated.  three college degrees.  a master of disguise. speaks french... well, yes sir.  a professor morton, but with just a little more time, sir, i can assure you a breakthrough on this case..."
8892,wild wild west,WALTERS,m,"well, come on, that's half a dozen armed men... hey...! they're rounding up a posse.  figure an hour? they're coming."
9169,a most violent year,SALES STUDENT ALEX,m,"what noise ? why ? good . a bit nervous . i 'm heading out on my first calls alone today . hi mrs. rose . i 'm alex with standard heating oil , we had an appointment . now as i mentioned on the phone this is a 17 point inspection that will help us to decipher if our maintenance plan will improve your efficiency . great . mr. rose , i am alex with standard heating oil . i was just showing your wife the results of my inspection . should we head upstairs to run through some numbers ? of course . tea would be great . "
9178,a scanner darkly,ERNIE LUCKMAN,m,"law abidance has always been of the utmost concern to . just shut up and fire off the great eleven cent silencer of our times . there 's a lot of those . i saw in the l.a. times yesterday , they 're giving away a free transistor radio to those who would harm freck most successfully . jesus , barris . y'know , you 're supposed to be fixing the cephscope . bob 's lying in his bed right now thinking you 're fixing his cephscope . does not have allergies . you ought to pass that truck , man . the humper 's hardly moving . the linkage from the pedal to the carb fell apart . could it screw itself all the way out like that accidentally ? hey , man , did this happen by accident or was it done deliberately ? like the cephscope . motherfucker ! somebody did this intentionally ! they fucking almost killed us ! hey , do you smell something , man ? a clue ? some engine smell that -- no . were there any psychedelics in that dope ? hey , man , you 're getting a flashback . now just take it easy . nobody got killed and now we 're warned . it 's okay . it 's okay . everything 's okay . leave him alone , man . fuck off . i do n't know , man . i ca n't figure out half the things he lays on people . take it easy , bob . that does n't make any sense . he 'd have snuffed himself too . what was in those tabs you gave us ? i wonder what 's been going on back at the house . you know , this proves , bob , that somebody is out to burn you real bad . i just hope the house is still there when we get back . christ , barris , they may have ripped off everything we got , or stomped all our animals , or -- what if they come in the window or through the back door ? are you fucking jiving us or not ? i ca n't tell with you , man . is he jiving us or not , bob ? but they 'd probably take the note down and lock the door after vandalizing and robbing us . so we 'll never know . it 's that gray area again . damn it ! he did do that . he really did it . well , barris , i can see you 're right . there was definitely someone here . you see , the scrupulous covering-over of all signs they otherwise would 've left testifies to their -- barris , you 're one paranoid fuck . a still-hot butt . it sure is . wait , this is what 's hot . they lit a joint . but what 'd they do ? what the fuck did they do ? i 'll check the wall sockets . you take apart the tv and stereo . we 're fucked ! we ca n't do anything ! it 's off ? fuck ! those fuckers . now what ? now what the fuck do we do ? does anybody know a good realtor ? we should probably act fast , man . yeah , we ca n't tell the truth . we need a shuck . barris , what 's a good shuck ? where to , though ? where the fuck to ? but they 'd be calling asking what kind of dope , and we do n't know . man ! christ , this is awful ! well , you could 've taken down the note , locked the door , and left . i phoned and they 're checking to see what a rebuilt carb will set you back . hey , freck . cool . how big ? it would idle too high . and it would n't upshift . if he tromped down heavy on the step- down passing gear to get a lot of torque suddenly on the freeway , it 'd downshift and rev up so high it 'd blow the whole engine . while passing a big semi ? he 'd have to blow the engine up or he 'd never get around what he was trying to pass . what about uphill ? how many passengers , bob ? that 's six in the back and six -- what about one six hundred pound bag of gold , jim ? i 'm going to read to you now , barris . `` he to whom it is given to see christ more real than any other reality ... `` ... than any other reality in the world , christ everywhere present and everywhere growing more great , christ the final determination and plasmatic principle of the universe -- '' teilhard de chardin . `` ... that man indeed lives in a zone where no multiplicity can distress him and which is nevertheless the most active workshop of universal fulfillment . '' out of the way , freck . i 'm going to coldcock barris into tomorrow for talking to his betters like that . i was just kidding . naw , stay , man , you 're a brother . hey , what 's the hammer for , jimmy-boy ? you seem mellow , bob . having to spend a hundred bucks on a new carb would n't make me mellow . i 'll tell you a donna story . one day she put a quarter in a stamp machine and it kept spitting out stamps , till she had like eighteen thousand stamps . fifteen cents per individual stamp . and so what 's donna gon na do with so many stamps ? she can barely write ... so she ripped off the whole stamp machine and remounted it , like , somewhere where the postal authorities would n't spot it and ... no . i do n't think so . fuck , barris . it 's an ordinary six cylinder . the parking lot jockeys park it all the time , for god 's sake . you 're fucked , barris . you know that ? fucking mcdonaldburger commercials . i must 've gagged . did i pass out ? fuck . i shit myself . what were you doing while i was lying there , jacking off ? balls . hi , what 's happening , bob ? you 're shitting me . any reward ? how large is the maylar microdot corporation building ? well , then how can you tell when you drive past it , if its only an inch ? what 's the sign look like ? y'know how can you smuggle microdots into the u.s. ? barris told me . i 'm not supposed to say , cause he 's putting it in his book , `` simple ways to smuggle objects into the u.s. and out , depending on which way you 're going . '' you smuggle it with a shipment of dope . like heroin . the microdots are so small no one would notice . barris had this other idea for smuggling dope . you know how the custom guys , they ask you to declare what you have ? well , you take a huge block of hash and you carve it in the shape of a man . then you hollow out a little section and put a wind-up motor in . and a cassette tape . and just before it goes through customs , you wind it up and it walks up to the man , who says , `` do you have anything to declare ? '' and it says , `` no , i do n't , '' and keeps on walking . what 's the use of that ? a billion dollars ? they 'd wonder what it meant by that . can you imagine telling your grandkids , `` i saw with my own eyes a six foot block of hash appear and walk past , worth two billion dollars , saying , `` no , i do n't . '' his grandchildren would have him committed . the kids would n't believe that either . ... this guy appeared on tv , claiming to be a world-famous imposter . he said he 'd posed at one time or another as a great surgeon , a theoretical submolecular high-velocity particle research physicist , a finnish novelist , a deposed president of argentina ... see , the guy never really posed as any of it . he only posed as a world- famous imposter . turns out he just pushed a broom at disneyland , until he read about this actual world-famous imposter , and he thought , i can pose as all those things , then he thought , hell , i 'll just pose as an imposter . save a lot of time , a lot easier . made almost as much money as the real imposter with books and movie rights . narks , you mean . yeah , i wonder what a nark looks like ? narks give me the creeps . "
9187,a scanner darkly,TELEPHONE VOICE,?,"christ , i 'm looking to score myself . yeah ? who ? oh , right . yeah . that guy . jim . truly ? how much ? , we 've processed your tests . we need you to come back for the full battery . tomorrow at three . do you remember the room number ? it 's 203. are you all right , ? any confusion ? difficulty identifying persons or objects ? does anything you see appear inverted or reversed ? any space-time or language disorientation ? we 'll take all that up tomorrow , . "
9366,alone in the dark,CABBIE,m,"you travel light . that 's pretty funny , man . what do you do ? yeah , man . hearing about my passengers ' lives keeps the job interesting . get the fuck outta here ! what does that mean exactly ? no shit ? want me to lose him ? i 'm trapped , man ! "
9565,analyze that,GUNMAN,m,"where 's your cigarette ? fuck you . nobody ! okay ! okay ! ! i 'm working for ! threw me off a roof . nothing . i did n't tell him anything . mr. , can i go -- i think my leg 's broken . "
9583,analyze this,HANDSOME JACK,m,"you got it , primo . in front of a church ? what are you , a fuckin ' animal ? it 's a holy place . i do n't know . second avenue ? you got it , primo . let 's go . he sees potatoes fall and starts moving out , covering his retreat with another burst from his machine gun . he goes down firing , dead before he hits the ground . "
9672,anonymous,MAN,m,"a body ... must have been a cut-purse . nowhere 's bloody safe anymore , i 'll tell you that ... release the dogs ! release the dogs ! you doin ' tomorrow ? aged to get two tickets to 's latest . cost me a fortune . to ! and then to the queen ! ess-ex ! ess-ex ! "
9682,antz,HANDMAIDEN #1,f,the general 's body segments are so ... symmetrical . princess ? what 's wrong ? you just need to blow off some steam . let 's go to the bar at the royal club ! but -- we ca n't -- there 'll be workers there . but general would be furious ! princess ! princess ! 
9808,avatar,PILOT,m,"mains to a hundred percent ! get me airspeed ! we 're good ! valkyrie two is breaking off . and if any of ya 'll want to get off this piece of shit planet , you better cover our ass , ` cause we 're the only way back to orbit . are we breaking off ? sir , all ground units are falling back to the lz . arming . "
9908,basic,NUNEZ,m,"you really heard this ? what happened to you- what about ? what if it was n't one of us ? what if it was a local- hey ! let him check your pack . why ? , i wasn't- put it down ! you were gon na kill me , ! thought you were my friend ! he was gon na kill me too ! you 'll shoot me in the back ! if you even twitch ... shut up ! look , we wo n't say anything- "
9953,beasts of the southern wild,PETER T,m,"oh no , oh no . ok then . ok then . ok. is hesitant . gives a confident nod . no i did not . thinks a moment . oh , yes i did . i 'm sorry . dunks under water . as i stand by the bayou , everyone else joins him . "
9961,beauty and the beast,LEFOU,m,"but she 's so well-read , and you 're so ... athleticy inclined . exactly , who needs her , when you 've got us ! je ne sais quoi ? it 's never gon na happen , ladies . so . moving on ? dignity ? am i catching you at a bad time ? a certain damsel is in distress . me neither . you know , there are other girls . gosh it disturbs me to see you looking so down in the dumps every guy here 'd love to be you even when taking your lumps there 's no man in town as admired as you you 're everyone 's fa-vor-ite guy everyone 's awed and inspired by you and it 's not very hard to see why no one 's slick as no one 's quick as no one 's neck 's as incredibly thick as for there 's no man in town half as manly perfect , a pure paragon ! you can ask any tom , dick or stanley and they 'll tell you whose team they prefer to be on ! who 's much more than the sum of his parts like ? well , there 's no one as easy to bolster as you ! too much ? in a wrestling match nobody bites like ! is that fair ? in a spitting match nobody spits like who has brains like ? entertains like ? and his name 's ` g-a-s-t ... ' uh , i believe there 's another ` t ' in there , it just occurred to me that i 'm illiterate and i 've never actuy had to spell it out loud before ... ! i 've been told i 'm clingy , but i rey do n't get it ... you will ? ohhh . you rey want to marry into this family ? deep breaths , . deep breaths . ! stop ! breathe . think happy thoughts . go back to the war . blood , explosions , countless widows ... yes , yes , that 's it , that 's it ... i saw that coming ... for the sake of exhausting of our options , do we maybe want to consider a less gruesome alternative ? wow , this is some storm . at least we 're not tied to a tree in the middle of nowhere , right ? you know it 's not too late , we could just go get him ... it 's just , every time i close my eyes , i picture stranded out there . and then when i open them , he 's -- ! me ? it 's a complicated question on a number of accounts , but ... no . no , he did not . , with due respect -- there 's a beast running wild there 's no question but i fear the wrong monster 's released are you not the least bit concerned that this castle might be haunted ? you must be the talking teacup . and you must be his grandmother . ! ... help ... well i used to be on 's side , but we 're in a bad place right now . "
10099,blade trinity,GRIMWOOD,m,"what is this chicken-scratch ? so why here ? what the fuck -- ? ! do n't worry , captain sunshine . soon as we get you out of here , you 'll get a chance to play . pants down ? ! they practically fuc ass-raped us ! yeah . cool , huh ? bullshit . has caught the worst of it . a whole lung-full . he shrieks as he coughs up blue-tinged flames , the flesh on his face simultaneously burning away and -- "
10209,"book of eli, the",LOMBARDI,m,". what a dghtful name . is that by any chance shakespearean ? wonderful . is it true what they tell me ? you have a king james version ? my goodness . i ca n't tell you how exciting this is . well , come , come ! i 'll give you the nickel tour and then we can all sit down and take a look at it . yes , we 've been doing this for some time now . collected over thirty thousand volumes from generous donors all across the nation . we even have a printing press that we hope to have operational soon . well , not exactly . we 're more like a storage facility . we 're holding these books here in trust , if you like . when society gets back on its feet and no longer needs us to preserve these volumes , they 'll be here waiting . i must ask you , how did you hear about us ? we 've been doing everything we can to get the word out , but we always like to know where our benefactors come from . is that right ? well , it 's good to know we 're getting such high- profile referrals these days . i must say , i am so excited that we finally have a king james . you know , we have a talmud here , we have two korans , we even have that scientology book . but never a christian bible , until now . i honestly beved it was the one book i 'd never see again , after what happened ... may i ask what condition it 's in ? well , then . what say we take a look at it ? of course . right this way . mmm ? oh , yes of course ! could you please bring us some writing paper ? what exactly am i writing ? you know , you do n't have to leave . you 're welcome to stay here with us . you 'll be safe . where will you go ? "
10326,braveheart,SOLDIER,m,hey boy ! you hunt this bird ? it 's against the law for scots to own bows . you shot this bird ? where are you going ... lass ? ... girl . ... on horse . is seven feet tall ! 
10409,"brothers bloom, the",MCGUIRE,m,this is n't happening ... charleston . i ca n't be here ... mowcher is at the bottom of the spree with a cowl in his neck ! listen to you - four months ago you were an investment banker ! now you 're nothing . the scarab 's lost . the money 's gone . it 'll rot in the peruvian earth . it 's gone . wow . wow is the word you 're both looking for . wow . 
10460,burn after reading,NEW EMBASSY MAN,m,"can you tell me where this material comes from ? excuse me ? there is more material ? you are not ideological . hm ? ... we will examine the material . how do i contact ? so ... i call hardbodies , i ask for ... ? "
10479,capote,OPERATOR,m,"mr. capote ? i have a call from mr. smith in the kansas correctional system . will you accept charges ? mr. capote ? will you accept charges ? you 'll accept charges ? mr. smith , you 're on the line . "
10495,carrie,MARGARET'S VOICE,f,stop that ! stop that ! ! you come straight home from school . i know you 're listening . come downstairs . ! who are you talking to ? ? did you hear me ? 
10609,cellular,MAIL CLERK,m,you waiting for a package ? from what department ? what 's the tracking number ? sir ? you think you could just go outside and get your clipboard ? sir ? sir ! ? 
10747,coco,Miguel!,m,"startled , impulsively throws the guitar back onto the mariachi 's lap . he turns to see marching toward him . 's tío berto and prima rosa ( 16 ) , follow with supplies from the market . "
10771,cold mountain,DOCTOR,m,"most of these men will be dead by the morning or , if they 're stubborn , by nightfall . i have other men outside in the quadrangle waiting for the beds . so , any kind word will be a blessing . it 's the heat . i 'm sorry . they rot . do n't pray . if they 're not god fearing you can stir up a hornet 's nest . they ramble . names of loved ones . this man is dead . "
10861,confessions of a dangerous mind,FLEXNER,m,"chuck ! great to see you . well , the thing is , chuck , some of your shows are n't doing too well in the old ratings war . the family game , for one . and how 's your mother-in-law is , quite frankly , in the toilet , chuck . now , as you know , dream girl is flailing terribly . and the game game has no life in it at all . so i 've been put in the unfortunate position of having to inform you that the network is canceling all four of these shows . now do n't shoot me , chuck , i 'm just the messenger . "
10876,constantine,MAN,m,"you still with me ? so what 's next , detective ? we gon na do a full marathon ? or how 'bout you show yourself and i put a bullet in your skull just like i did hers ! you sure about that ? ! well ai n't this a peach ? ! c'mon , detective , step into the light and be saved ! ! "
10901,coraline,SWEET GIRL GHOST,f,"she spied on our lives , through the little doll 's eyes , and games to play ! yet we still wanted more - perhaps , if you do win your escape , you could find our eyes ? yes , miss . and hidden them . be clever , miss ; even if you win she 'll never let you go ! it 's a fine , fine thing you did for us , miss . it is over and done with ... for us . it 's the key , miss , there 's only one and the will find it . "
10905,coraline,BOY GHOST,m,"do n't remember our names ... but i ` member my true mommy ... and saw that we were n't happy . gave all that we asked - she said that she loved us , find our eyes , mistress , and our souls will be freed . bless you , miss , you found me ! but there 's two eyes still lost . tai n't all bad , miss . thou art alive ... thou art still ... living ... "
10950,crank,DON KIM,m,well ? what are you waiting for ? did i win something ? i see . 48 hours . so this is how it is . confucius . 
10960,"crazy, stupid, love",DAVID JACOBOWITZ,m,"you have a second ? you 've been avoiding me . 44. you ran away in the other direction when you saw me coming down the hall yesterday . you 're very fast by the way . she sighs , gives up . that must be it . he turns serious . i 'm sorry about you and . i 'm also not sorry , if i 'm being completely honest . i want to make sure you know how much i like you . a lot . just to clarify . i like you a lot . i had no intention of falling for a married woman . i just wanted someone to go to lunch with who did n't make me want to shoot myself in the face . but we started having lunch , and talking , and suddenly i was an accountant who was popping out of bed in the morning , excited to get to work . that does n't happen to accountants . ever . i 've checked with other accountants . she smiles . 45. so when the time is right for you to get back out there again , officially , i just ... i 'd like to throw my hat in the ring . officially . that sounded weird . laughs lightly , leans forward . hey , they need you in the conference room for a sec ... oh , sorry . they look up . it 's david . gathers herself , stands . so , ... i hear you 're quite the soccer player . um , yes i am -- listen , -- i had fun tonight , . and i was wondering if -- wow . you know , that 's exactly what i was thinking . it 's almost uncanny . they laugh . this is the moment . romantic chemistry . are they going to kiss ? holy cow . and then ... the door opens . stands there . i 'll see you at work . he exits . stands there with , awkward . you left your sweater in my car the other night . david owitz . is this a bad time -- whack ! ! ! levels david owitz with a right hook . "
11024,dances with wolves,KICKING BIRD,m,"yes ... it is good . the grass is rich . the game is plenty and not running away . i was thinking of a dance . yes . i have seen such a sign . i saw a man , a white man . just one . he was naked . i saw his sex . no . he might be a god or he might be a special chief -- that 's why we are thinking of having a talk with him . you are right , we need meat today and tomorrow . but we must also have meat in ten years . but the whites are coming . our friends the shoshone and the kiowa , even our enemies , agree on this -- the whites are coming . more than can be counted . has spoken straight , his words are strong and i have heard them . it 's true the whites are a poor race and it 's hard to understand them . but when i see one white man alone , without fear in our country , i do not think he is lost . i think he may have medicine . i see someone who might speak for all the white people who are coming . i think this is a person with which treaties might be struck . the soldier did not come to fight -- he is going away and we will let him . buffalo . buffalo . have you seen any buffalo ? . we will talk awhile . your wounds are healing well ? you are happy here , with my family ? perhaps you will marry again when the time is right . we have word from many places that the whites are ... they are coming into everyone 's country . they will soon be in ours i think . this white man who lives at the old soldier fort , the one who calls himself loo ten tant ... i have visited him and i believe his heart is a good one . he knows things about the whites which we do not . he is only one man . every warrior in camp would fight them if they tried . i can not make the white man talk . loo ten tant does not know sioux . you have a certain medicine which no other sioux -- man or woman -- has . i do not ask this for myself ... i ask this for all our people . i want you to try and remember the the word . you do n't want to know . perhaps i am asking too much . buffalo ? the buffalo have come . loo ten tant ... where is loo ten tant ? does it scratch the skin ? yes , he is special ... he should have a real name . i know . we were waiting for you . welcome . it is good that you are here . ask him why he is at the soldier fort . what does he say ? ahhh ... he 's right . i 'm sorry . keep on with the white man talk if it pleases you . i do n't know . something has happened ? well what ? with who ? are you certain of this ? what are people saying ? they 're not angry ? i suppose i will be the one to say something . . you are no longer a widow . this is a good day for me . ... if you want this man , take his hand in yours . have you heard all that i have said ? good , then take her inside ... she is your wife . , are you in there ? i am riding today to a far away place . it is a place i have n't seen for a long time . a sacred place . i would like you to come with me . yes it must be . no waiting ? i was just thinking that of all the trails in this life , there is one that matters more than all the others . it is the trail of a true human being . i think you are on this trail and it is good to see . it is said that all the animals were born here ... that from here they spread over the prairies to feed all the people . even our enemies say this is a sacred place . no , they 've been gone a week maybe more ... we will water the horses and go home . help me to know how many . we can not wait for you . something has happened ... is not coming . pick two good men with fast ponies and send them back to the soldier fort . you 've finished your pipe ? how does it smoke ? it does n't seem possible that we could come this far . "
11036,dances with wolves,STONE CALF,f,"you were right about loo ten tant -- he is a special white man . some of your words are wrong ... but you are learning fast . that is good . what can i tell you today ? what is your question ? she is in mourning . she is crying for someone . it is not polite to speak of the dead ... but i will tell you ... you are new . she cries for her husband . he was killed not long ago . it is 's place to say when she is finished . the pawnee do not come for horses , they come for blood ... and with many men gone , we are few . get your weapons and come to my lodge . "
11193,deception,COMPUVOICE,?,message-four . three-oh-eight-pee-em . 
